1058.17 2015.37 2888.04 4085.98 695.629 444.788 325.891 547.505 
800.969 1412.47 2576.47 3232.24 1093.59 1018.94 798.286 643.574 
1247.15 1935.87 2856.48 3715.94 830.9 470.647 687.674 867.686 
718.518 1988.32 2698.89 4501.94 566.152 197.919 463.382 581.75 
639.766 1912.49 2658.5 4444.72 426.206 190.346 401.557 601.883 
634.328 1884.29 2788.26 4468.71 276.089 172.519 374.704 602.922 
576.226 2096.85 2969.72 3945.08 113.321 266.024 365.058 278.38 
656.069 2003.54 2743.52 3928.2 171.501 438.389 575.808 235.507 
804.368 2197 2979.64 3898.98 240.005 241.188 253.548 220.635 
828.797 2085.19 2882.96 3852.72 195.38 430.944 136.709 297.075 
953.529 2294.32 2894.78 3976.74 412.374 550.714 124.503 252.12 
1398.37 2105.58 2788.81 3886.01 645.068 1015.22 133.253 245.338 
965.177 1598.97 2711.4 3891.31 221.039 374.785 229.261 426.123 
952.543 1703.67 2747.46 4101.88 229.042 146.749 219.924 309.555 
851.134 1676.15 2683.94 4142.16 464.586 166.639 348.572 278.93 
728.872 1621.43 2781.98 4112.81 243.811 263.02 254.372 187.134 
686.379 1697.62 2831.32 4125.09 311.31 263.439 162.794 199.999 
642.882 1743.92 2910.14 4171.51 339.807 185.133 206.725 230.09 
554.425 1757.06 2951.2 4255.64 295.552 129.477 285.818 307.858 
504.906 1737.92 2970.56 4314.34 393.052 76.8776 195.809 290.864 
312.105 1741.09 2983.62 4215.78 255.268 107.174 238.732 757.236 
322.263 1755.51 2819.81 4266.82 177.742 204.042 251.985 537.205 
309.773 1743.18 2806.62 4399.66 180.839 348.09 225.658 446.55 
448.026 2066.22 2698.85 4432.39 1071.21 344.022 433.292 629.956 
626.998 2073.82 2741.84 4224.3 382.498 173.623 158.929 806.893 
616.323 2008.94 2721.44 4397.02 381.376 174.972 186.569 527.143 
674.424 1967.41 2835.37 4446.29 567.626 118.946 157.065 125.319 
604.602 2037.33 2778.89 4389.86 235.523 218.548 156.196 150.596 
574.077 2116.3 2876.38 4204.54 184.335 151.609 255.964 139.365 
533.002 2113.53 2788.38 4150.86 170.579 122.503 266.198 217.803 
571.036 2147.72 2794.84 4069.89 255.302 71.2727 112.585 316.067 
550.49 2196.5 2809.09 4134.42 342.373 121.577 134.544 109.137 
486.223 2263.68 2830.69 4183.84 305.158 143.392 242.503 106.597 
468.21 2284.3 2824.31 4195.21 247.894 86.2132 287.149 158.149 
327.991 2321.52 2768.47 4230.84 335.648 67.7152 120.582 205.001 
281.216 2366.74 2741.4 4319.3 212.186 83.5998 102.5 186.794 
277.894 2396.47 2771.04 4382.09 157.958 126.642 103.439 173.965 
323.741 2350.26 2770.41 4001.2 120.865 196.25 132.565 416.73 
312.276 1368.27 2651.17 4183.07 145.622 960.932 283.374 1342.37 
289.651 1517.91 2742.1 3889.16 169.295 681.113 118.639 1094.02 
250.568 1786.87 2775.41 3898.37 147.442 715.469 153.31 865.718 
234.252 2029.97 2757.08 3814.81 128.263 1034.41 292.988 760.466 
247.975 2210.07 2833.39 3812.28 131.15 674.596 290.131 361.517 
274.336 2346.94 2879.72 3809.38 91.166 409.688 640.988 387.713 
222.733 2276.71 2792.61 3820.69 111.396 804.05 205.777 380.128 
206.703 2248.92 2757.35 3855.84 122.163 740.445 263.383 593.206 
243.423 1951.3 2724.55 3916.7 137.84 1172.89 297.813 660.471 
213.123 2175.05 2908.94 3887.1 128.023 201.826 452.558 525.902 
183.059 2228.14 2822.77 4050.37 74.9045 374.888 110.134 617.628 
171.893 2163.41 2810.3 3914.27 61.3805 489.202 125.652 588.454 
161.624 2087.49 2784.24 3808.09 50.5742 737.255 418.565 304.134 
157.605 2300.97 2926.44 3856.85 27.7893 428.927 543.183 395.626 
158.137 2214.02 3069.77 4101.76 36.4248 322.67 458.18 450.449 
156.999 2268.05 3077.67 4105.79 44.592 186.76 724.051 826.131 
153.727 2136.62 2807.22 3860.67 54.1817 342.221 527.005 475.844 
154.778 1951.81 3277.06 4284.25 186.021 240.405 879.755 290.005 
452.674 1941.06 2954.6 4201.02 600.11 146.637 589.493 154.752 
278.37 1942.06 2800.52 4099.23 584.454 63.6125 391.692 96.672 
700.809 1861.62 2791.71 4075.28 476.118 208.794 160.986 192.284 
754.536 1865.4 2802.21 4051.45 402.579 190.811 87.0594 114.163 
637.83 1850.02 2841.48 4069.43 398.209 381.369 146.085 121.862 
859.623 1860.99 2782.11 4091.33 478.873 343.378 272.402 273.02 
869.555 1806.61 2923.25 4136.87 618.218 292.306 177.748 427.325 
563.044 1714.24 2814.97 4009.44 971.356 208.742 206.296 196.766 
602.983 1740.13 2766.92 4049.85 444.128 173.91 300.802 145.822 
891.286 1855.34 2782.21 4031.22 531.192 237.03 304.833 280.718 
925.634 1868.32 2792.18 4003.03 427.861 178.997 215.88 156.962 
891.74 1844.95 2852.39 3962.96 263.798 198.472 283.481 214.4 
775.578 1839.14 2824.75 3925.83 324.505 137.005 186.168 381.302 
743.392 1799.56 2831.37 3847.32 653.225 173.045 215.057 406.53 
615.734 1684.12 2894.44 3869.21 598.484 266.77 293.626 310.848 
605.91 1698.68 2833.75 3997.48 825.087 225.699 157.26 477.015 
685.31 1629.22 2910.96 3998.98 530.761 568.726 391.55 340.359 
731.24 1787.54 2963.43 3988.65 664.115 200.554 211.494 365.449 
