218.763 1383.23 2814.63 3698.46 283.366 398.209 554.283 344.022 
1211.34 2271.84 3175.66 3887.79 688.329 394.739 438.149 548.188 
944.728 2135.56 2698.35 3641.12 525.242 760.779 485.149 520.193 
213.91 1280.9 2201.54 4396.4 580.349 571.959 589.167 516.748 
782.347 1578.81 2562.91 3965.88 862.244 613.181 362.169 995.676 
1177.65 2179.5 2787.38 4360.61 308.567 364.734 591.679 458.492 
878.674 2224.2 2844.5 4427.47 708.421 241.865 357.375 242.539 
625.975 2222.71 2971.39 4279.88 304.251 303.16 440.516 325.867 
532.095 1766.47 2312.38 4220.31 61.9706 243.677 495.101 363.742 
563.113 1632.96 2285.92 4189.36 161.258 180.24 446.443 457.501 
795.717 1633.97 2286.2 4008.83 452.656 316.685 547.14 256.445 
793.752 1621.45 2869.95 3801.54 199.645 224.271 423.202 399.442 
731.366 1484.64 2813.04 4278.47 376.527 343.291 263.172 563.692 
255.789 1746.89 2848.47 3956.49 760.587 538.773 343.789 581.959 
218.455 1592.69 2587.88 3918.75 804.874 188.955 288.045 349.286 
277.867 1590.34 2730.7 4102.1 962.024 102.958 476.393 539.614 
343.116 1571.64 2714.41 4012.36 2372.97 414.276 466.029 489.521 
630.578 1590.95 2716.07 4018.99 235.873 182.345 255.445 404.432 
642.192 1576.47 2749.05 3986.83 252.167 202.285 234.273 214.219 
636.541 1564.53 2864.16 3978.45 205.043 182.697 368.523 176.739 
635.963 1540.87 2897.23 3941.32 125.712 158.047 260.625 422.885 
611.294 1551.04 2880.39 3854.52 100.156 111.95 308.321 415.26 
573.457 1543.69 2788.4 3737.25 111.437 102.928 595.944 449.545 
334.704 1520.09 2692.93 3850.62 132.438 142.821 215.021 304.454 
369.013 1530.29 2646.75 3835.47 118.037 245.071 207.572 197.912 
360.247 1579.22 2587.42 3841.7 128.739 445.582 278.256 205.818 
357.897 1639.99 2313.47 3798.45 125.62 464.447 287.236 248.557 
359.791 1625.14 2302.21 3850.88 112.108 353.359 292.518 276.187 
360.531 1618.2 2502.57 3865.18 110.858 328.554 261.124 301.895 
343.061 1699.78 2413.95 3536.92 216.004 221.831 112.26 398.11 
540.605 1914.2 2746.1 3735.18 224.747 113.488 237.931 149.263 
557.318 1999.55 2786.92 3884.78 210.394 85.1516 140.148 151.189 
631.711 2063.59 2803.45 3985.57 222.079 108.112 196.954 207.993 
626.02 2176.31 2805.61 4051.47 227.166 146.848 142.248 418.492 
597.248 2199.61 2814.41 4115.12 238.211 117.981 139.505 249.296 
599.678 2252.64 2805.9 4159.78 258.668 84.1803 137.015 398.599 
533.883 2269.89 2815.69 4132.87 232.791 59.1115 101.084 315.452 
516.419 2321.64 2758.97 4183.07 248.276 78.34 139.372 275.151 
450.341 2378.49 2763.45 4175.45 330.577 52.9866 119.847 203.662 
351.358 2406 2743.07 4232.89 363.328 54.7145 103.005 176.879 
297.43 2442.67 2676.22 4335.63 223.819 57.2355 115.11 145.439 
282.712 2440.99 2653.73 4366.41 144.656 92.5594 163.476 102.921 
289.842 2435.18 2713.64 4404.22 154.969 66.9211 143.515 116.509 
312.144 2409.85 2728.01 4141.68 164.068 92.3509 377.336 505.797 
288.813 2382.73 2694.47 3974.36 152.68 282.199 434.053 421.237 
264.133 2290.89 2700.63 3919.16 131.615 839.425 222.812 508.723 
264.274 2304.16 2707.82 3914.13 156.721 915.116 297.805 495.989 
249.604 2188.2 2777.91 3882.64 124.841 776.532 163.761 405.021 
242.457 2232.08 2763.96 3875.29 125.288 965.51 204.148 435.093 
229.916 2300.28 2888.61 3930.54 139.239 545.863 589.41 872.219 
216.683 2235.82 2819.21 4175.41 121.877 529.907 283.876 456.535 
270.242 2312.01 2775.75 4016.54 203.384 623.547 251.015 352.289 
250.774 2273.62 2795.72 4025.06 214.695 547.376 235.06 410.305 
193.596 2221 2779.52 3958.58 108.225 286.608 257.151 650.761 
191.522 2276.38 2824.59 3894.36 97.8342 187.512 228.217 356.808 
192.773 2244.09 2835.53 3993.4 83.5961 227.235 198.325 399.117 
172.684 2237.18 2906.01 4081.95 47.3238 242.944 438.191 614.194 
168.613 1883.09 2795.73 4245.76 34.2021 529.09 313.882 568.409 
176.032 2053.2 2739.51 4304.15 41.512 583.747 380.47 387.784 
172.211 1112.53 2147.78 4242.9 101.727 472.192 378.319 410.727 
850.376 1697.15 3326.84 4336.64 1078.77 286.438 616.773 333.109 
719.767 1726.16 3355.2 4367.68 1152.57 189.519 524.293 208.869 
427.821 1523.34 2307.66 4113.85 1201.5 294.371 497.067 513.778 
805.537 1587.32 3077.58 4090.31 456.482 181.025 401.887 247.805 
824.806 1781.34 2988.46 3895.53 845.754 478.829 478.574 694.732 
770.841 1771.85 2994.92 4045.98 432.414 212.052 385.752 327.928 
953.262 2107.17 3123.22 4130.92 1168.76 690.405 704.832 396.333 
860.659 1759.35 3050.17 3979.84 1085.08 455.659 606.67 865.517 
690.32 1705.32 2519.28 3391.86 644.201 319.754 519.365 532.181 
978.096 2246.17 3163.97 4073.39 751.074 388.429 252.544 427.434 
